epoch,relu_water,layer1_water,layer2_water,layer3_water,layer4_water,avgpool_water,relu_bird,layer1_bird,layer2_bird,layer3_bird,layer4_bird,avgpool_bird
0,0.7428571428571429,0.7641293013555788,0.835245046923879,0.8519290928050052,0.8527632950990616,0.8600625651720543,0.7616266944734098,0.7774765380604797,0.8208550573514077,0.8316996871741398,0.8367049009384776,0.832325338894682
1,0.7411887382690302,0.7733055265901981,0.8550573514077163,0.872992700729927,0.8880083420229405,0.8873826903023984,0.7678832116788321,0.773096976016684,0.8114702815432743,0.8471324296141814,0.8656934306569343,0.8652763295099062
2,0.7411887382690302,0.7411887382690302,0.7464025026068821,0.7680917622523462,0.8765380604796663,0.8769551616266945,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7737226277372263,0.8462982273201252,0.8471324296141814
3,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8709071949947862,0.8709071949947862,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8502606882168926,0.8504692387904067
4,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8692387904066736,0.8692387904066736,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8450469238790407,0.8448383733055266
5,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7420229405630866,0.8788321167883212,0.8790406673618353,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8544316996871741,0.8548488008342023
6,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7413972888425443,0.872784150156413,0.8734098018769552,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8481751824817518,0.8483837330552659
7,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7413972888425443,0.8752867570385818,0.8759124087591241,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8515119916579771,0.8506777893639208
8,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7424400417101147,0.8805005213764338,0.8802919708029197,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8529718456725756,0.8533889468196038
9,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8830031282586027,0.8830031282586027,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8631908237747654,0.8629822732012513
