epoch,relu_water,layer1_water,layer2_water,layer3_water,layer4_water,avgpool_water,relu_bird,layer1_bird,layer2_bird,layer3_bird,layer4_bird,avgpool_bird
0,0.7455683003128258,0.7666319082377476,0.7718456725755996,0.7749739311783107,0.7726798748696558,0.7751824817518248,0.7683003128258603,0.7651720542231492,0.7899895724713243,0.7772679874869656,0.775599582898853,0.7770594369134515
1,0.7409801876955162,0.743274244004171,0.7493222106360793,0.7428571428571429,0.7445255474452555,0.7455683003128258,0.7678832116788321,0.7637122002085506,0.7657977059436913,0.7708029197080292,0.7643378519290928,0.7678832116788321
2,0.7411887382690302,0.7441084462982274,0.759541188738269,0.7664233576642335,0.7635036496350365,0.7649635036496351,0.7678832116788321,0.7685088633993743,0.7758081334723671,0.7718456725755996,0.775599582898853,0.775599582898853
3,0.7424400417101147,0.7457768508863399,0.7649635036496351,0.7618352450469239,0.7543274244004171,0.7582898852971846,0.7678832116788321,0.7710114702815433,0.7743482794577685,0.775599582898853,0.7708029197080292,0.773096976016684
4,0.7411887382690302,0.7420229405630866,0.7545359749739312,0.7570385818561001,0.7612095933263816,0.7610010427528676,0.7678832116788321,0.7678832116788321,0.7697601668404588,0.7741397288842544,0.7774765380604797,0.7789363920750783
5,0.7411887382690302,0.7411887382690302,0.7443169968717414,0.7441084462982274,0.7572471324296142,0.7624608967674661,0.7678832116788321,0.7678832116788321,0.7687174139728884,0.7683003128258603,0.7743482794577685,0.773096976016684
6,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7874869655891553,0.7939520333680917,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7864442127215849,0.7787278415015642
7,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8454640250260689,0.8467153284671532,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8233576642335766,0.8198123044838374
8,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8552659019812304,0.8548488008342023,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8250260688216893,0.8273201251303441
9,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.7411887382690302,0.8506777893639208,0.8502606882168926,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.7678832116788321,0.8283628779979145,0.8300312825860271
