epoch,relu_water,layer1_water,layer2_water,layer3_water,layer4_water,avgpool_water,relu_bird,layer1_bird,layer2_bird,layer3_bird,layer4_bird,avgpool_bird
0,0.7584984358706987,0.8344108446298227,0.8633993743482794,0.8625651720542231,0.867570385818561,0.8600625651720543,0.7626694473409802,0.8302398331595412,0.8342022940563086,0.8400417101147029,0.8475495307612096,0.8454640250260689
1,0.7954118873826903,0.8900938477580813,0.8955161626694473,0.9005213764337852,0.8955161626694473,0.8976016684045881,0.7929092805005213,0.8652763295099062,0.870281543274244,0.872784150156413,0.8717413972888426,0.8719499478623566
2,0.7995828988529718,0.899895724713243,0.9013555787278416,0.9005213764337852,0.8990615224191867,0.8996871741397289,0.8014598540145985,0.8696558915537018,0.8742440041710114,0.8744525547445255,0.8696558915537018,0.867778936392075
3,0.7933263816475495,0.8965589155370177,0.8938477580813348,0.8963503649635036,0.8873826903023984,0.8850886339937435,0.7939520333680917,0.8611053180396246,0.8696558915537018,0.8661105318039625,0.8569343065693431,0.8596454640250261
4,0.8112617309697602,0.8971845672575599,0.9013555787278416,0.8988529718456726,0.8913451511991658,0.891970802919708,0.8018769551616267,0.8667361835245047,0.8736183524504693,0.8694473409801877,0.8640250260688217,0.8600625651720543
5,0.7874869655891553,0.8834202294056309,0.8825860271115745,0.8800834202294057,0.8800834202294057,0.8800834202294057,0.7960375391032325,0.859436913451512,0.8561001042752867,0.853806047966632,0.84859228362878,0.8535974973931179
6,0.7822732012513034,0.8696558915537018,0.872784150156413,0.8719499478623566,0.8667361835245047,0.8706986444212722,0.7737226277372263,0.8515119916579771,0.8446298227320125,0.8425443169968717,0.8435870698644421,0.8427528675703858
7,0.7989572471324297,0.8659019812304484,0.8642335766423358,0.87570385818561,0.8721584984358707,0.8719499478623566,0.7824817518248175,0.8544316996871741,0.8367049009384776,0.843378519290928,0.845881126173097,0.8425443169968717
8,0.8321167883211679,0.8794577685088634,0.8746611053180396,0.8744525547445255,0.8644421272158499,0.8592283628779979,0.8118873826903024,0.8592283628779979,0.8469238790406673,0.8475495307612096,0.8408759124087591,0.840667361835245
9,0.8346193952033368,0.8840458811261731,0.8773722627737226,0.8830031282586027,0.8790406673618353,0.8777893639207508,0.8262773722627738,0.8548488008342023,0.8533889468196038,0.8533889468196038,0.8483837330552659,0.8477580813347236
