epoch,relu_color,layer1_color,layer2_color,layer3_color,layer4_color,avgpool_color,relu_digit,layer1_digit,layer2_digit,layer3_digit,layer4_digit,avgpool_digit
0,0.99004,0.98826,0.93292,0.77998,0.72032,0.71808,0.69776,0.70566,0.70804,0.81714,0.93864,0.93862
1,0.99954,0.99856,0.97226,0.7846,0.71512,0.71064,0.70302,0.71828,0.75446,0.91234,0.98586,0.98558
