epoch,relu_water,layer1_water,layer2_water,layer3_water,layer4_water,avgpool_water,relu_bird,layer1_bird,layer2_bird,layer3_bird,layer4_bird,avgpool_bird
0,0.7472367049009385,0.8410844629822732,0.8709071949947862,0.8709071949947862,0.8681960375391032,0.8706986444212722,0.7484880083420229,0.8231491136600626,0.8375391032325339,0.8467153284671532,0.851303441084463,0.8519290928050052
